equipment_type,model,site_id,season,region,month,rental_days,previous_rental_count,avg_engine_hours,avg_idle_hours,utilization_rate,target_expected_demand
Compact Track Loader,259D3,SITE_039,Winter,North,7,46,44,7.19,1.66,0.8124,39.0
Wheel Loader,966,SITE_045,PostMonsoon,North,11,53,22,7.69,1.15,0.8702,49.0
Motor Grader,140,SITE_007,PostMonsoon,West,11,71,10,7.76,2.97,0.7234,32.0
Wheel Loader,950 GC,SITE_038,Winter,East,5,41,48,9.43,1.99,0.8254,47.0
Excavator,336,SITE_023,Summer,South,10,80,15,7.78,3.92,0.6648,54.0
Excavator,320 GC,SITE_041,Monsoon,North,10,79,44,6.91,1.51,0.8209,47.0
Articulated Truck,745,SITE_029,Winter,South,4,85,45,8.14,2.71,0.7498,44.0
Bulldozer,D6,SITE_006,Summer,West,2,54,29,6.41,1.77,0.7832,44.0
Wheel Loader,950 GC,SITE_007,PostMonsoon,East,9,8,9,5.96,1.44,0.8054,38.0
Motor Grader,140,SITE_027,PostMonsoon,South,3,64,20,4.95,1.17,0.8085,33.0
Wheel Loader,966,SITE_034,Summer,North,5,87,29,4.61,1.52,0.7524,54.0
Wheel Loader,950 GC,SITE_036,Summer,South,4,89,42,8.15,1.62,0.8342,53.0
Wheel Loader,966,SITE_007,Monsoon,South,7,20,19,7.73,3.31,0.6999,35.0
Wheel Loader,950 GC,SITE_050,Summer,East,5,21,12,6.76,2.48,0.7315,42.0
Bulldozer,D8,SITE_028,Summer,West,10,24,4,5.12,1.12,0.8207,40.0
Excavator,336,SITE_028,Monsoon,West,8,59,11,6.09,2.97,0.6725,36.0
Excavator,336,SITE_013,PostMonsoon,South,4,88,6,10.93,1.46,0.8823,49.0
Bulldozer,D6,SITE_017,Summer,North,5,8,47,6.38,2.55,0.7143,49.0
Excavator,336,SITE_010,Winter,South,9,24,42,10.77,3.45,0.7573,60.0
Backhoe Loader,420,SITE_027,PostMonsoon,North,1,35,18,6.32,3.34,0.6539,34.0
Excavator,336,SITE_028,Winter,North,6,58,5,6.12,3.64,0.6275,39.0
Backhoe Loader,420,SITE_048,Summer,East,8,18,12,9.33,1.14,0.8914,32.0
Articulated Truck,745,SITE_043,Winter,South,2,85,2,5.36,1.12,0.8278,25.0
Excavator,320 GC,SITE_002,PostMonsoon,West,7,21,11,8.51,1.61,0.8409,44.0
Compact Track Loader,259D3,SITE_013,Summer,North,8,8,41,4.69,1.04,0.8184,42.0
Excavator,336,SITE_022,PostMonsoon,East,5,65,22,9.21,2.73,0.7711,52.0
Compact Track Loader,259D3,SITE_015,Winter,West,8,51,6,10.23,3.24,0.7595,23.0
Excavator,336,SITE_042,Summer,West,7,57,19,9.2,3.96,0.6992,61.0
Backhoe Loader,420,SITE_002,Summer,East,2,73,22,10.48,2.36,0.8164,34.0
Motor Grader,140,SITE_021,Monsoon,West,5,29,27,8.18,2.25,0.7843,33.0
Wheel Loader,950 GC,SITE_048,Monsoon,North,11,13,48,7.7,2.26,0.7732,43.0
Excavator,320 GC,SITE_022,Monsoon,South,8,54,14,10.9,2.58,0.8084,32.0
Bulldozer,D8,SITE_047,Winter,South,10,31,2,8.65,3.52,0.7109,31.0
Bulldozer,D8,SITE_003,Monsoon,North,3,29,45,10.38,1.92,0.844,46.0
Excavator,320 GC,SITE_030,Monsoon,South,5,63,24,6.63,2.55,0.7224,39.0
Backhoe Loader,420,SITE_048,Winter,West,11,55,29,6.91,3.6,0.6577,32.0
Bulldozer,D8,SITE_044,PostMonsoon,East,5,20,22,10.46,3.62,0.7429,46.0
Compact Track Loader,259D3,SITE_042,Monsoon,North,6,53,2,4.68,1.95,0.7057,18.0
Compact Track Loader,259D3,SITE_006,Monsoon,South,4,32,42,8.4,1.28,0.8679,34.0
Motor Grader,140,SITE_027,PostMonsoon,South,2,67,49,5.47,2.24,0.709,42.0
Compact Track Loader,259D3,SITE_048,Winter,North,6,55,5,4.07,3.28,0.5534,20.0
Bulldozer,D8,SITE_036,PostMonsoon,North,10,15,15,8.0,3.32,0.7069,44.0
Excavator,336,SITE_009,Monsoon,West,3,58,14,5.24,2.4,0.6857,39.0
Compact Track Loader,259D3,SITE_003,PostMonsoon,South,8,27,14,10.55,3.89,0.7308,29.0
Compact Track Loader,259D3,SITE_028,Summer,South,10,65,29,4.32,3.53,0.5499,38.0
Wheel Loader,966,SITE_031,Monsoon,East,11,32,46,4.07,1.52,0.7284,45.0
Excavator,320 GC,SITE_017,Summer,North,9,32,27,9.33,3.84,0.7082,51.0
Articulated Truck,745,SITE_011,Winter,East,7,23,46,7.14,1.37,0.8393,45.0
Wheel Loader,966,SITE_029,Summer,East,4,9,15,9.29,1.47,0.863,50.0
Wheel Loader,950 GC,SITE_041,Winter,South,10,80,29,9.05,2.76,0.7665,42.0
Bulldozer,D8,SITE_040,Summer,East,4,57,30,5.22,2.35,0.6892,50.0
Articulated Truck,745,SITE_033,Summer,East,3,55,35,9.26,1.31,0.876,49.0
Wheel Loader,950 GC,SITE_037,PostMonsoon,North,6,13,33,4.77,3.27,0.5935,48.0
Wheel Loader,966,SITE_004,Monsoon,North,11,37,34,8.49,3.85,0.6883,41.0
Compact Track Loader,259D3,SITE_041,PostMonsoon,West,10,55,42,8.88,3.53,0.7153,42.0
Compact Track Loader,259D3,SITE_034,Summer,North,5,49,32,4.78,2.91,0.6217,38.0
Excavator,320 GC,SITE_039,Summer,North,1,66,2,9.34,2.72,0.7746,42.0
Backhoe Loader,420,SITE_029,Monsoon,North,11,49,33,8.96,2.88,0.7566,33.0
Compact Track Loader,259D3,SITE_047,Winter,South,4,30,15,8.65,3.06,0.7387,27.0
Motor Grader,140,SITE_020,PostMonsoon,East,12,61,27,10.44,3.48,0.7502,36.0
Excavator,336,SITE_001,Winter,South,7,83,18,6.34,3.21,0.664,48.0
Excavator,320 GC,SITE_013,PostMonsoon,East,6,13,12,10.19,2.14,0.8264,46.0
Excavator,320 GC,SITE_045,Monsoon,West,5,7,19,8.02,2.43,0.7676,37.0
Backhoe Loader,420,SITE_001,Summer,East,12,20,28,9.55,2.44,0.7965,37.0
Compact Track Loader,259D3,SITE_029,Winter,East,1,30,46,6.91,3.95,0.6366,40.0
Excavator,336,SITE_047,Winter,West,8,83,9,5.48,2.9,0.6539,39.0
Backhoe Loader,420,SITE_026,Summer,North,4,73,18,4.25,1.83,0.6995,31.0
Articulated Truck,745,SITE_014,Winter,West,8,70,10,6.78,3.8,0.6408,28.0
Motor Grader,140,SITE_009,Summer,South,11,75,26,10.87,3.3,0.7673,39.0
Motor Grader,140,SITE_007,Summer,East,8,27,23,7.15,3.08,0.6987,38.0
Excavator,336,SITE_042,Winter,South,8,37,22,8.27,2.79,0.7475,49.0
Wheel Loader,950 GC,SITE_030,Monsoon,West,7,43,48,9.23,1.53,0.8582,46.0
Backhoe Loader,420,SITE_015,PostMonsoon,East,9,68,28,4.37,3.64,0.5454,37.0
Articulated Truck,745,SITE_045,Summer,North,4,66,44,5.33,3.92,0.5766,50.0
Bulldozer,D6,SITE_042,Monsoon,East,12,19,25,8.46,1.19,0.8766,35.0
Bulldozer,D6,SITE_008,Summer,South,3,9,10,6.8,1.6,0.8099,39.0
Bulldozer,D8,SITE_019,Winter,West,7,54,14,8.58,1.3,0.8681,37.0
Excavator,336,SITE_019,PostMonsoon,East,5,29,49,10.45,2.97,0.7785,62.0
Excavator,320 GC,SITE_025,Winter,South,1,22,5,6.7,1.67,0.8007,36.0
Bulldozer,D8,SITE_050,Summer,North,5,53,18,8.65,2.03,0.8099,48.0
Excavator,320 GC,SITE_021,Monsoon,West,5,75,41,8.24,3.32,0.7128,45.0
Excavator,320 GC,SITE_020,PostMonsoon,West,1,25,6,10.87,1.44,0.883,43.0
Bulldozer,D8,SITE_029,Winter,West,8,13,22,7.63,1.04,0.8806,39.0
Excavator,320 GC,SITE_021,Winter,North,4,47,17,5.32,1.67,0.7615,42.0
Excavator,320 GC,SITE_037,Monsoon,West,7,29,46,6.25,1.55,0.8009,49.0
Backhoe Loader,420,SITE_033,Monsoon,South,2,40,21,4.62,2.58,0.6421,25.0
Articulated Truck,745,SITE_007,Monsoon,North,2,37,34,4.35,2.09,0.6759,36.0
Backhoe Loader,420,SITE_031,PostMonsoon,East,4,8,29,8.8,3.55,0.7127,36.0
Motor Grader,140,SITE_030,Winter,East,4,89,41,6.31,1.48,0.8098,40.0
Bulldozer,D6,SITE_048,Monsoon,South,4,55,11,6.32,2.71,0.6996,27.0
Bulldozer,D6,SITE_026,Summer,South,10,13,49,6.76,2.49,0.7312,55.0
Motor Grader,140,SITE_007,Monsoon,North,5,57,2,4.94,3.95,0.5557,19.0
Backhoe Loader,420,SITE_038,Monsoon,North,11,69,48,10.23,1.12,0.9017,39.0
Backhoe Loader,420,SITE_023,Winter,South,8,37,41,6.15,2.45,0.715,37.0
Motor Grader,140,SITE_024,Winter,West,3,69,45,9.72,1.65,0.8548,40.0
Wheel Loader,950 GC,SITE_005,PostMonsoon,East,6,86,14,8.15,2.06,0.7985,41.0
Articulated Truck,745,SITE_025,Winter,West,2,46,37,4.77,3.06,0.6095,39.0
Articulated Truck,745,SITE_011,PostMonsoon,South,7,37,18,4.03,3.43,0.5401,32.0
Compact Track Loader,259D3,SITE_016,Monsoon,North,4,8,7,5.44,1.41,0.7945,22.0
Bulldozer,D6,SITE_026,Monsoon,South,8,30,35,8.74,1.32,0.8688,38.0
Wheel Loader,966,SITE_030,Winter,South,9,62,40,8.21,1.92,0.8103,50.0
Compact Track Loader,259D3,SITE_050,Monsoon,North,10,67,41,5.98,1.22,0.8301,36.0
Backhoe Loader,420,SITE_019,Monsoon,South,6,58,28,8.26,3.92,0.678,30.0
Wheel Loader,950 GC,SITE_008,Winter,South,10,42,36,7.66,1.7,0.8188,45.0
Motor Grader,140,SITE_033,Monsoon,West,5,69,21,6.48,3.9,0.6245,27.0
Wheel Loader,966,SITE_033,PostMonsoon,West,1,13,19,6.85,1.3,0.8402,48.0
Motor Grader,140,SITE_011,Monsoon,West,11,51,32,7.01,2.01,0.7774,35.0
Articulated Truck,745,SITE_032,Winter,South,12,32,27,5.06,1.56,0.7639,38.0
Wheel Loader,950 GC,SITE_046,PostMonsoon,West,6,56,17,4.03,2.67,0.6014,42.0
Excavator,320 GC,SITE_034,Monsoon,West,5,29,4,7.24,2.64,0.7328,27.0
Articulated Truck,745,SITE_031,Monsoon,North,11,28,24,7.68,1.8,0.8105,30.0
Motor Grader,140,SITE_020,Summer,East,6,58,45,10.91,2.5,0.8135,45.0
Backhoe Loader,420,SITE_046,PostMonsoon,North,5,51,45,4.18,1.77,0.7029,45.0
Bulldozer,D8,SITE_005,Winter,West,10,86,13,6.92,3.41,0.6699,36.0
Bulldozer,D8,SITE_001,PostMonsoon,East,12,55,39,8.5,3.0,0.7392,54.0
Articulated Truck,745,SITE_045,Monsoon,West,8,58,29,8.81,2.91,0.7516,35.0
Bulldozer,D6,SITE_013,Monsoon,West,4,15,29,7.82,2.43,0.7631,35.0
Excavator,320 GC,SITE_002,Winter,North,8,36,11,4.12,3.2,0.5629,35.0
Compact Track Loader,259D3,SITE_026,Monsoon,North,8,9,16,4.13,3.39,0.5488,21.0
Backhoe Loader,420,SITE_005,PostMonsoon,North,11,60,21,4.37,1.87,0.7007,33.0
Wheel Loader,950 GC,SITE_035,Summer,North,2,69,15,5.57,1.41,0.7982,43.0
Bulldozer,D6,SITE_026,Summer,North,5,52,13,8.8,2.61,0.7712,38.0
Excavator,336,SITE_023,Summer,East,6,70,45,9.53,2.35,0.8025,66.0
Motor Grader,140,SITE_006,Summer,West,12,21,44,10.33,1.58,0.8674,51.0
Compact Track Loader,259D3,SITE_027,Winter,West,1,70,19,6.36,2.71,0.7015,27.0
Excavator,336,SITE_044,PostMonsoon,West,7,50,15,6.13,2.77,0.689,53.0
Articulated Truck,745,SITE_043,Winter,East,7,51,37,8.09,2.15,0.7898,41.0
Wheel Loader,966,SITE_029,Monsoon,East,6,10,46,9.71,3.12,0.7568,49.0
Excavator,320 GC,SITE_034,Winter,North,7,11,37,10.27,2.06,0.8333,51.0
Excavator,336,SITE_013,Monsoon,South,1,9,47,10.12,2.99,0.7721,51.0
Articulated Truck,745,SITE_013,PostMonsoon,West,11,51,14,6.3,3.31,0.6556,34.0
Wheel Loader,966,SITE_014,Monsoon,South,1,48,42,7.79,1.73,0.8179,46.0
Excavator,320 GC,SITE_049,PostMonsoon,East,10,9,29,8.05,3.18,0.717,46.0
Compact Track Loader,259D3,SITE_005,Monsoon,South,12,44,12,9.07,1.4,0.8664,24.0
Bulldozer,D8,SITE_011,Winter,West,1,54,22,6.61,2.88,0.6965,39.0
Excavator,336,SITE_009,Winter,North,8,27,39,9.31,2.18,0.8104,52.0
Motor Grader,140,SITE_034,Summer,West,12,51,21,5.42,2.9,0.6517,35.0
Wheel Loader,950 GC,SITE_004,Winter,West,11,71,36,8.38,2.9,0.7429,43.0
Articulated Truck,745,SITE_033,Monsoon,West,4,46,34,6.77,1.27,0.8422,36.0
Backhoe Loader,420,SITE_045,Winter,West,7,74,30,9.2,1.79,0.8374,35.0
Motor Grader,140,SITE_045,Winter,West,7,15,47,8.83,3.83,0.6975,43.0
Compact Track Loader,259D3,SITE_010,Winter,East,3,72,49,6.15,3.17,0.6598,37.0
Bulldozer,D6,SITE_014,Monsoon,West,6,64,40,5.03,3.72,0.5751,37.0
Backhoe Loader,420,SITE_038,Summer,South,5,11,47,10.47,1.22,0.8959,50.0
Bulldozer,D8,SITE_028,Summer,East,6,41,37,5.58,2.42,0.6972,52.0
Excavator,320 GC,SITE_033,PostMonsoon,North,11,30,47,5.37,2.64,0.67,55.0
Compact Track Loader,259D3,SITE_032,PostMonsoon,North,7,35,27,4.26,3.42,0.5548,32.0
Articulated Truck,745,SITE_019,Winter,West,6,84,26,8.08,1.76,0.8207,36.0
Excavator,336,SITE_046,Monsoon,South,7,48,40,8.27,2.3,0.7822,46.0
Bulldozer,D8,SITE_017,Winter,South,10,48,6,10.61,3.91,0.7306,33.0
Wheel Loader,950 GC,SITE_017,Monsoon,South,9,39,39,4.38,2.43,0.6432,39.0
Excavator,336,SITE_027,PostMonsoon,North,7,84,24,9.98,3.54,0.7385,56.0
Bulldozer,D6,SITE_042,Summer,East,6,17,44,4.61,3.45,0.5722,50.0
Compact Track Loader,259D3,SITE_021,Summer,North,5,72,37,5.11,3.0,0.6299,37.0
Excavator,336,SITE_026,Summer,North,4,39,16,4.42,1.2,0.7864,57.0
Wheel Loader,950 GC,SITE_035,Summer,North,6,67,32,4.63,1.16,0.7995,49.0
Backhoe Loader,420,SITE_030,Winter,North,4,45,5,6.05,1.56,0.7955,22.0
Bulldozer,D8,SITE_021,Winter,South,6,10,12,8.87,3.91,0.6942,36.0
Compact Track Loader,259D3,SITE_035,Winter,North,11,31,12,10.05,3.23,0.7571,25.0
Compact Track Loader,259D3,SITE_013,Monsoon,North,6,15,9,7.55,1.11,0.8716,22.0
Wheel Loader,966,SITE_029,PostMonsoon,West,4,67,11,9.76,2.12,0.8219,47.0
Bulldozer,D6,SITE_008,Winter,South,12,56,42,10.94,2.46,0.8161,47.0
Wheel Loader,950 GC,SITE_044,Winter,West,1,45,49,5.93,2.97,0.6661,45.0
Excavator,320 GC,SITE_030,PostMonsoon,South,12,49,40,8.99,1.34,0.87,53.0
Bulldozer,D6,SITE_033,Monsoon,North,8,61,7,6.52,1.37,0.8267,24.0
Bulldozer,D6,SITE_044,Monsoon,North,12,75,47,9.0,2.01,0.8174,42.0
Bulldozer,D8,SITE_004,Monsoon,East,2,79,33,9.64,3.81,0.7169,41.0
Articulated Truck,745,SITE_011,Monsoon,North,1,72,17,4.72,1.4,0.7718,29.0
Backhoe Loader,420,SITE_042,Monsoon,North,1,16,42,4.5,1.3,0.7761,36.0
Articulated Truck,745,SITE_013,Monsoon,East,7,71,25,10.48,3.15,0.7689,33.0
Wheel Loader,950 GC,SITE_016,Winter,West,10,19,6,5.68,3.55,0.6157,32.0
Backhoe Loader,420,SITE_045,Winter,South,3,30,32,6.21,2.97,0.6764,32.0
Backhoe Loader,420,SITE_013,Monsoon,South,3,83,16,5.53,3.09,0.6414,23.0
Wheel Loader,966,SITE_050,Winter,West,3,61,30,10.1,2.14,0.8254,45.0
Motor Grader,140,SITE_024,Monsoon,West,6,9,30,10.14,2.93,0.7758,33.0
Excavator,320 GC,SITE_032,Winter,West,4,63,43,6.32,1.36,0.8226,50.0
Backhoe Loader,420,SITE_048,Monsoon,West,4,73,24,8.56,2.83,0.7517,25.0
Compact Track Loader,259D3,SITE_038,Monsoon,West,3,21,3,10.8,2.0,0.844,22.0
Excavator,336,SITE_012,PostMonsoon,North,8,14,35,4.26,2.44,0.6362,57.0
Compact Track Loader,259D3,SITE_007,Winter,North,5,79,11,6.74,2.16,0.7574,28.0
Excavator,336,SITE_011,Monsoon,North,2,41,46,9.39,3.51,0.7279,51.0
Excavator,320 GC,SITE_041,PostMonsoon,West,9,67,3,4.68,1.72,0.7312,40.0
Excavator,320 GC,SITE_026,Winter,South,9,23,15,10.69,1.22,0.8975,39.0
Wheel Loader,966,SITE_007,Summer,South,9,27,27,5.73,2.38,0.7065,50.0
Bulldozer,D8,SITE_001,PostMonsoon,South,12,55,10,7.9,2.34,0.7712,42.0
Wheel Loader,950 GC,SITE_022,Winter,West,10,77,43,6.48,1.01,0.8651,46.0
Compact Track Loader,259D3,SITE_019,Monsoon,West,5,80,19,10.96,1.02,0.9146,31.0
Articulated Truck,745,SITE_035,Monsoon,South,7,11,49,10.28,2.37,0.8126,42.0
Wheel Loader,950 GC,SITE_023,PostMonsoon,East,3,83,35,5.72,1.26,0.819,48.0
Excavator,336,SITE_015,Monsoon,West,4,44,45,5.72,3.42,0.6258,47.0
Articulated Truck,745,SITE_034,PostMonsoon,East,5,64,8,7.34,2.57,0.7408,29.0
Excavator,336,SITE_025,Monsoon,North,10,81,46,5.72,3.36,0.63,49.0
Backhoe Loader,420,SITE_041,Monsoon,North,12,55,22,4.41,3.67,0.546,21.0
Bulldozer,D8,SITE_049,Winter,West,2,17,31,9.15,1.68,0.8449,44.0
Excavator,336,SITE_024,PostMonsoon,North,10,48,14,9.55,1.75,0.8453,53.0
Excavator,320 GC,SITE_013,Monsoon,North,6,42,35,4.96,2.93,0.6282,41.0
Wheel Loader,950 GC,SITE_026,Summer,West,8,11,16,4.39,1.85,0.7031,42.0
Bulldozer,D8,SITE_039,Winter,East,3,31,6,6.51,3.54,0.6479,33.0
Wheel Loader,950 GC,SITE_013,Summer,North,4,35,24,5.77,1.1,0.8405,46.0
Wheel Loader,966,SITE_009,Winter,North,9,8,6,9.35,3.1,0.7512,38.0
Articulated Truck,745,SITE_031,Summer,South,1,68,34,5.52,3.08,0.6418,43.0
Backhoe Loader,420,SITE_034,PostMonsoon,East,10,34,34,10.09,2.08,0.829,41.0
Excavator,336,SITE_047,Winter,East,1,74,28,5.79,1.98,0.7454,49.0
Bulldozer,D6,SITE_022,PostMonsoon,West,12,14,48,10.95,2.82,0.795,48.0
Articulated Truck,745,SITE_008,Monsoon,North,4,11,41,9.82,3.71,0.7255,40.0
Wheel Loader,950 GC,SITE_032,PostMonsoon,East,11,51,8,8.74,3.54,0.7116,35.0
Bulldozer,D8,SITE_040,Monsoon,South,12,89,2,5.95,1.36,0.8141,26.0
Motor Grader,140,SITE_005,Summer,South,9,37,42,6.24,3.9,0.6154,45.0
Wheel Loader,950 GC,SITE_009,Summer,South,8,7,27,8.3,2.39,0.7763,48.0
Compact Track Loader,259D3,SITE_029,PostMonsoon,South,10,66,34,9.61,2.46,0.7964,38.0
Bulldozer,D6,SITE_038,Winter,North,4,44,22,10.83,1.27,0.8949,37.0
Articulated Truck,745,SITE_036,Summer,West,2,22,11,5.52,2.09,0.7255,36.0
Motor Grader,140,SITE_011,Winter,West,3,44,37,9.54,1.35,0.8759,40.0
Backhoe Loader,420,SITE_040,Monsoon,East,2,41,18,4.68,3.92,0.5443,20.0
Wheel Loader,966,SITE_037,PostMonsoon,East,9,59,29,6.6,3.1,0.6805,53.0
Wheel Loader,966,SITE_002,PostMonsoon,South,10,77,31,7.66,2.64,0.7439,53.0
Wheel Loader,950 GC,SITE_038,PostMonsoon,East,11,60,42,6.3,1.52,0.8053,49.0
Wheel Loader,966,SITE_032,Summer,South,9,89,16,7.84,1.08,0.8792,52.0
Wheel Loader,966,SITE_021,Summer,South,9,77,36,7.29,2.71,0.7294,57.0
Bulldozer,D6,SITE_013,Summer,North,5,15,2,9.99,1.79,0.8481,32.0
Wheel Loader,966,SITE_041,Monsoon,East,8,18,26,4.52,3.97,0.5323,36.0
Excavator,336,SITE_002,Monsoon,South,10,87,21,6.98,1.38,0.8351,40.0
Excavator,320 GC,SITE_039,Summer,North,4,10,39,5.3,1.11,0.8274,60.0
Bulldozer,D8,SITE_026,Winter,North,6,69,43,6.18,1.08,0.8511,48.0
Excavator,320 GC,SITE_017,Monsoon,North,5,43,18,9.9,2.61,0.7916,36.0
Compact Track Loader,259D3,SITE_031,Winter,North,5,46,23,10.74,3.18,0.7714,26.0
Articulated Truck,745,SITE_009,PostMonsoon,North,8,66,40,4.77,2.15,0.6897,45.0
Excavator,336,SITE_025,Monsoon,East,9,36,30,8.36,3.67,0.6947,41.0
Bulldozer,D8,SITE_026,Summer,West,6,67,28,9.94,2.38,0.8067,55.0
Wheel Loader,966,SITE_035,Monsoon,North,8,38,26,8.58,3.09,0.7354,41.0
Excavator,336,SITE_012,Winter,South,12,44,41,8.39,1.89,0.8159,57.0
Compact Track Loader,259D3,SITE_025,Winter,West,4,11,44,5.43,2.81,0.6588,40.0
Backhoe Loader,420,SITE_016,Winter,East,2,74,36,8.28,1.14,0.8786,39.0
Excavator,320 GC,SITE_031,Summer,East,11,36,16,8.32,1.36,0.8595,49.0
Motor Grader,140,SITE_001,Summer,East,8,33,16,10.85,2.64,0.8046,37.0
Articulated Truck,745,SITE_018,Summer,North,9,49,6,8.82,1.15,0.8844,30.0
Compact Track Loader,259D3,SITE_022,Summer,South,1,45,11,7.37,2.91,0.7173,28.0
Excavator,336,SITE_008,Monsoon,East,4,41,33,4.31,3.25,0.5697,42.0
Backhoe Loader,420,SITE_008,Monsoon,West,5,53,32,4.49,3.34,0.5732,26.0
Motor Grader,140,SITE_012,Monsoon,West,2,12,41,8.44,1.93,0.8143,35.0
Compact Track Loader,259D3,SITE_040,PostMonsoon,West,12,76,17,10.57,2.44,0.8122,32.0
Bulldozer,D8,SITE_048,Monsoon,South,9,13,42,8.14,2.81,0.7434,42.0
Excavator,336,SITE_050,Monsoon,West,7,82,45,10.22,1.66,0.8606,50.0
Bulldozer,D6,SITE_011,PostMonsoon,East,8,73,30,6.99,3.78,0.6493,46.0
Wheel Loader,966,SITE_010,Monsoon,East,6,30,4,5.64,1.36,0.8063,29.0
Wheel Loader,950 GC,SITE_039,Summer,South,11,21,9,7.73,2.89,0.7276,40.0
Bulldozer,D6,SITE_015,PostMonsoon,North,1,68,13,6.95,2.28,0.7528,36.0
Excavator,336,SITE_026,Summer,West,1,34,37,4.11,3.75,0.5232,62.0
Compact Track Loader,259D3,SITE_006,Summer,East,1,72,30,5.01,3.12,0.6162,37.0
Excavator,336,SITE_035,Summer,South,6,76,40,4.05,3.5,0.536,62.0
Wheel Loader,966,SITE_024,Monsoon,East,1,54,9,10.33,1.53,0.8712,35.0
Articulated Truck,745,SITE_023,Monsoon,North,3,89,21,8.6,3.72,0.698,29.0
Wheel Loader,966,SITE_012,Winter,East,5,58,44,8.47,1.65,0.8369,53.0
Bulldozer,D8,SITE_024,Summer,East,6,70,34,9.0,2.86,0.7591,55.0
Compact Track Loader,259D3,SITE_031,Winter,North,8,34,28,5.74,3.17,0.6442,30.0
Articulated Truck,745,SITE_007,Winter,West,6,70,39,7.75,2.08,0.7883,40.0
Wheel Loader,950 GC,SITE_004,PostMonsoon,West,4,72,36,5.66,3.29,0.6325,45.0
Articulated Truck,745,SITE_011,Summer,East,6,35,38,10.1,1.25,0.8895,48.0
Wheel Loader,966,SITE_010,Winter,South,12,83,28,6.13,1.41,0.8127,45.0
Compact Track Loader,259D3,SITE_023,Winter,North,7,36,41,9.97,3.6,0.7349,36.0
Backhoe Loader,420,SITE_032,PostMonsoon,South,7,63,9,5.54,3.39,0.6201,28.0
Backhoe Loader,420,SITE_048,Monsoon,South,10,77,41,9.31,3.54,0.7246,36.0
Articulated Truck,745,SITE_004,Monsoon,North,1,74,35,6.02,3.08,0.6611,37.0
Wheel Loader,950 GC,SITE_026,Monsoon,East,1,60,26,7.78,2.05,0.7913,34.0
Motor Grader,140,SITE_011,Monsoon,West,6,69,16,9.92,1.75,0.8499,24.0
Wheel Loader,966,SITE_015,PostMonsoon,South,8,36,42,7.12,1.18,0.8575,52.0
Excavator,336,SITE_003,Summer,South,2,51,43,5.22,1.77,0.7465,72.0
Wheel Loader,966,SITE_025,Monsoon,North,10,26,43,5.2,3.94,0.5684,47.0
Wheel Loader,966,SITE_005,Monsoon,West,10,50,28,6.19,3.24,0.6563,39.0
Compact Track Loader,259D3,SITE_034,PostMonsoon,South,10,43,48,6.6,1.41,0.8236,45.0
Bulldozer,D8,SITE_040,Monsoon,East,7,73,16,5.62,3.49,0.6171,31.0
Backhoe Loader,420,SITE_010,Monsoon,West,1,55,26,6.93,3.33,0.6751,29.0
Bulldozer,D6,SITE_037,PostMonsoon,West,2,39,8,7.98,2.45,0.7649,36.0
Motor Grader,140,SITE_018,Summer,North,1,55,42,8.28,3.28,0.7165,49.0
Bulldozer,D6,SITE_031,Monsoon,East,6,29,3,10.74,3.6,0.749,19.0
Excavator,320 GC,SITE_009,Summer,West,1,30,18,7.27,1.79,0.8023,44.0
Excavator,320 GC,SITE_008,Summer,South,3,29,6,4.3,1.7,0.7165,47.0
Articulated Truck,745,SITE_049,Winter,West,10,78,12,8.75,2.01,0.813,36.0
Excavator,336,SITE_018,Winter,East,2,10,24,7.96,1.07,0.8816,48.0
Excavator,336,SITE_048,Monsoon,South,8,41,13,9.32,2.71,0.7747,38.0
Backhoe Loader,420,SITE_048,PostMonsoon,North,12,76,46,4.39,2.57,0.6304,37.0
Wheel Loader,950 GC,SITE_013,Winter,West,1,41,46,6.34,1.2,0.841,46.0
Excavator,320 GC,SITE_003,PostMonsoon,West,7,81,29,10.27,1.23,0.8931,49.0
Articulated Truck,745,SITE_019,PostMonsoon,South,4,87,49,5.92,1.87,0.7598,49.0
Compact Track Loader,259D3,SITE_019,PostMonsoon,South,5,48,31,4.4,2.25,0.6613,37.0
Backhoe Loader,420,SITE_038,Summer,West,7,58,44,8.02,3.93,0.6711,46.0
Wheel Loader,966,SITE_049,Summer,North,12,82,22,4.54,2.72,0.625,50.0
Articulated Truck,745,SITE_050,Winter,North,9,59,25,6.29,3.27,0.658,36.0
Motor Grader,140,SITE_019,Winter,West,11,80,21,5.75,1.28,0.8179,30.0
Wheel Loader,966,SITE_042,Monsoon,East,9,49,8,7.95,2.15,0.7873,29.0
Wheel Loader,966,SITE_007,Monsoon,East,12,48,30,9.41,1.74,0.8442,39.0
Compact Track Loader,259D3,SITE_047,PostMonsoon,South,4,60,20,6.95,1.27,0.845,35.0
Bulldozer,D8,SITE_032,Monsoon,North,1,73,40,9.87,2.56,0.7942,40.0
Excavator,336,SITE_015,Summer,East,8,71,45,7.12,2.3,0.7561,68.0
Wheel Loader,966,SITE_021,Winter,East,7,41,31,7.47,2.53,0.747,46.0
Motor Grader,140,SITE_050,Monsoon,South,3,76,5,7.52,1.29,0.8539,22.0
Backhoe Loader,420,SITE_013,Summer,West,11,63,22,5.72,3.81,0.6002,30.0
Bulldozer,D6,SITE_004,PostMonsoon,East,12,71,12,5.4,3.19,0.6287,36.0
