equipment_type,model,equipment_age,engine_hours_per_day,idle_hours_per_day,fuel_level,engine_temperature,battery_voltage,days_since_last_service,fault_code_count,total_operating_hours,target_maintenance_probability,target_days_until_service,target_confidence
Wheel Loader,966,6,3.7,1.33,51.7,86.18,13.64,71,1,1821.31,0.1879,72.5,0.8171
Motor Grader,140,6,6.29,3.32,68.67,101.56,14.29,37,5,7854.11,0.3893,54.7,0.947
Backhoe Loader,420,10,3.15,0.76,60.21,78.18,12.38,11,0,2008.48,0.13,78.2,0.7789
Motor Grader,140,1,7.03,4.3,76.62,88.73,12.36,161,7,6727.24,0.4409,50.4,0.959
Articulated Truck,745,2,8.92,1.99,66.81,88.46,14.26,115,7,4049.84,0.4348,51.2,0.9703
Motor Grader,140,3,10.83,3.49,46.55,73.13,13.86,23,1,1018.74,0.0822,83.0,0.7523
Articulated Truck,745,8,4.43,3.7,66.18,109.88,12.88,49,0,6881.17,0.3281,59.2,0.9049
Backhoe Loader,420,8,11.99,5.73,73.89,96.39,12.23,28,7,8608.2,0.3972,56.0,0.92
Wheel Loader,966,6,5.99,4.05,98.5,75.2,12.77,99,2,5590.02,0.2834,64.2,0.8567
Bulldozer,D8,6,9.03,3.56,19.55,90.03,14.21,138,0,2435.73,0.2675,67.4,0.8559
Excavator,336,8,8.08,4.94,58.99,95.76,11.75,157,5,9319.77,0.4424,46.6,0.9635
Motor Grader,140,4,2.26,3.89,75.79,72.77,11.87,175,0,7770.61,0.2375,68.4,0.8427
Bulldozer,D8,1,4.83,4.57,59.84,106.45,12.98,92,2,7684.44,0.2792,63.4,0.8621
Excavator,336,9,11.43,4.81,92.62,110.88,14.32,186,4,1520.38,0.6099,35.4,0.9393
Backhoe Loader,420,8,5.48,5.87,69.89,101.25,11.58,65,1,745.0,0.2601,68.4,0.8635
Wheel Loader,950 GC,7,4.17,3.8,95.73,86.73,13.77,34,3,8178.72,0.2369,67.6,0.8413
Motor Grader,140,10,5.17,4.55,94.86,82.87,12.49,133,0,5901.16,0.282,66.3,0.8751
Articulated Truck,745,9,10.09,5.74,98.14,90.07,11.73,96,5,6456.66,0.3996,53.2,0.9334
Articulated Truck,745,7,10.53,2.24,82.4,99.75,13.96,148,3,4813.95,0.4179,52.7,0.9792
Articulated Truck,745,9,2.75,5.66,82.06,102.08,13.38,152,6,3722.71,0.6096,34.0,0.938
Motor Grader,140,2,9.49,1.69,90.51,95.15,12.13,134,0,8386.45,0.1694,76.6,0.7948
Bulldozer,D8,6,9.75,5.17,99.8,106.78,13.28,15,6,4009.37,0.4628,48.3,0.9673
Excavator,336,5,4.33,3.29,26.07,87.99,14.41,205,1,7478.05,0.3479,59.2,0.914
Bulldozer,D8,5,3.73,5.14,13.45,107.08,13.35,25,1,10172.5,0.2306,67.1,0.839
Wheel Loader,966,10,4.38,3.89,71.75,89.51,14.46,177,2,1501.24,0.4419,49.0,0.9527
Articulated Truck,745,8,10.8,4.45,40.86,82.1,11.98,256,3,1392.8,0.5146,42.4,0.9851
Wheel Loader,966,9,7.71,2.76,88.12,79.06,13.65,46,5,1017.43,0.3485,60.2,0.9004
Bulldozer,D8,6,5.57,5.54,58.04,88.64,13.94,85,3,10862.75,0.2856,65.4,0.8821
Bulldozer,D6,8,8.13,4.94,93.17,85.54,12.8,245,5,8308.87,0.5867,38.0,0.9454
Motor Grader,140,11,5.8,3.36,76.97,88.28,13.68,216,6,5722.82,0.6053,35.2,0.9292
Wheel Loader,950 GC,6,11.94,3.6,21.69,88.28,12.24,33,6,1654.54,0.3104,62.8,0.88
Bulldozer,D8,3,11.45,1.64,69.32,106.6,14.3,64,1,2845.55,0.2624,66.8,0.8571
Excavator,336,4,3.15,2.31,94.93,92.04,12.21,202,7,5135.51,0.6032,35.3,0.9406
Articulated Truck,745,9,3.97,3.79,81.72,96.22,11.65,221,1,2457.5,0.4031,58.4,0.9479
Excavator,336,6,6.3,4.31,72.65,93.07,12.87,267,3,9009.32,0.487,42.1,0.9878
Wheel Loader,950 GC,6,6.11,4.83,81.38,72.21,12.96,95,1,6598.5,0.1967,74.4,0.8167
Excavator,320 GC,1,8.37,1.47,60.84,86.78,13.66,231,2,3640.64,0.3794,55.5,0.937
Compact Track Loader,259D3,2,4.71,3.11,28.12,76.78,13.63,201,4,699.96,0.4203,52.6,0.9626
Bulldozer,D6,10,10.0,4.35,42.46,97.02,12.77,241,3,8153.75,0.5428,40.3,0.9678
Excavator,320 GC,3,7.39,5.53,22.41,98.59,12.59,52,4,3078.16,0.3034,59.1,0.8849
Motor Grader,140,3,8.39,0.84,18.11,74.23,14.29,14,5,9580.9,0.2522,69.3,0.862
Backhoe Loader,420,4,12.54,1.1,21.86,84.51,13.1,241,7,635.3,0.6009,36.1,0.9391
Articulated Truck,745,7,8.48,3.89,63.41,106.23,11.72,151,4,1323.88,0.5456,41.7,0.9677
Wheel Loader,966,5,13.26,5.16,74.61,91.32,13.68,142,3,4120.46,0.3224,58.4,0.8848
Backhoe Loader,420,3,4.47,5.28,52.05,98.16,12.07,19,3,6440.18,0.1933,73.0,0.818
Compact Track Loader,259D3,6,3.34,0.54,22.36,74.1,12.18,83,0,4446.75,0.2105,72.2,0.8371
Wheel Loader,950 GC,8,10.99,3.25,76.46,91.19,11.72,236,6,6467.25,0.6045,35.4,0.9375
Articulated Truck,745,6,4.08,3.56,24.74,92.94,13.78,151,2,4044.17,0.3181,61.1,0.8899
Bulldozer,D6,7,13.16,1.62,95.25,77.66,12.52,191,3,8286.72,0.4575,49.0,0.9731
Articulated Truck,745,4,9.49,3.24,75.27,91.16,11.72,25,3,8103.26,0.1882,73.5,0.8185
Compact Track Loader,259D3,3,11.59,0.62,72.51,84.31,12.65,237,0,1760.71,0.3246,61.5,0.9146
Backhoe Loader,420,6,10.96,5.32,91.39,84.32,12.95,50,2,11693.39,0.1863,71.5,0.824
Motor Grader,140,10,3.64,5.71,55.0,78.11,12.51,161,5,6884.15,0.4924,46.9,0.9884
Wheel Loader,950 GC,8,3.47,3.79,89.61,83.68,12.55,140,3,8066.01,0.4069,53.8,0.9508
Compact Track Loader,259D3,7,5.34,4.06,84.09,72.62,11.85,192,0,7421.95,0.3001,65.4,0.867
Wheel Loader,950 GC,1,3.09,2.1,29.76,89.01,13.27,259,4,8984.54,0.4661,46.5,0.9871
Backhoe Loader,420,3,13.93,6.0,27.72,92.13,14.2,242,2,588.85,0.3912,54.4,0.9254
Wheel Loader,966,9,6.61,1.71,77.28,88.39,11.88,48,2,7319.96,0.2614,65.8,0.8612
Bulldozer,D6,2,9.05,3.51,25.6,99.99,14.11,117,4,4753.05,0.3562,56.8,0.9289
Articulated Truck,745,2,11.16,4.57,77.95,87.12,13.35,79,0,6865.34,0.1351,78.4,0.7851
Bulldozer,D6,5,2.49,0.88,69.44,85.43,13.68,226,3,10829.21,0.474,47.9,0.99
Compact Track Loader,259D3,10,13.74,3.5,41.65,89.57,13.64,110,0,5469.86,0.2491,67.5,0.8411
Backhoe Loader,420,5,13.35,2.95,61.54,85.29,12.8,14,3,1637.25,0.2013,72.1,0.8261
Wheel Loader,950 GC,5,11.05,5.97,83.6,85.06,11.85,269,7,4702.73,0.6426,33.6,0.9327
Bulldozer,D6,3,7.38,2.82,98.32,98.23,12.95,56,6,8780.87,0.3508,58.4,0.9292
Backhoe Loader,420,5,3.14,1.25,92.66,100.76,13.37,63,6,9474.23,0.4156,52.8,0.9655
Backhoe Loader,420,9,5.24,2.52,38.07,89.27,11.63,94,4,6054.03,0.361,58.6,0.9254
Motor Grader,140,6,10.08,1.36,32.75,78.51,12.23,131,5,2260.39,0.4082,53.0,0.9594
Backhoe Loader,420,5,13.26,5.25,84.88,82.14,14.36,74,6,1289.1,0.3515,57.8,0.9073
Compact Track Loader,259D3,6,11.11,5.22,58.73,101.77,13.38,141,4,11408.4,0.4679,48.1,0.9787
Compact Track Loader,259D3,11,2.96,3.66,41.07,77.23,13.29,175,2,3517.91,0.4081,51.6,0.9474
Excavator,320 GC,1,2.14,1.1,83.1,93.51,12.81,208,2,4337.3,0.3127,60.3,0.9141
Backhoe Loader,420,4,7.13,0.77,19.64,95.01,12.14,138,1,4426.32,0.2356,68.7,0.8427
Articulated Truck,745,4,5.03,5.21,84.46,91.79,13.54,138,0,4073.9,0.2067,72.2,0.821
Excavator,336,1,3.88,5.7,88.99,91.15,13.29,206,1,3328.3,0.2988,61.2,0.8865
Motor Grader,140,6,3.28,1.27,58.21,93.58,13.09,155,4,3997.41,0.428,51.9,0.9477
Compact Track Loader,259D3,6,9.21,2.81,12.35,72.36,11.88,211,1,6971.8,0.3809,56.1,0.9244
Backhoe Loader,420,6,13.15,3.94,71.83,99.55,11.51,76,4,2815.43,0.3164,61.9,0.8954
Excavator,336,5,2.23,5.23,65.07,82.2,11.65,242,2,1877.51,0.4464,49.1,0.9483
Wheel Loader,950 GC,7,9.38,4.32,43.58,99.63,11.99,129,2,7572.24,0.3285,63.3,0.9204
Compact Track Loader,259D3,8,5.93,1.11,14.83,86.85,11.94,42,7,8859.85,0.4364,50.1,0.9722
Backhoe Loader,420,8,12.45,3.63,90.85,91.61,13.74,28,6,3059.9,0.355,56.4,0.9063
Articulated Truck,745,7,7.11,2.69,63.93,108.71,14.45,132,7,3551.87,0.5863,37.3,0.9554
Excavator,336,8,11.16,1.19,52.46,105.1,14.22,250,7,11013.19,0.7264,23.8,0.8634
Articulated Truck,745,7,9.77,5.32,91.86,87.81,13.34,298,0,8619.63,0.4375,51.6,0.9611
Wheel Loader,966,10,5.45,4.69,81.41,75.8,12.55,40,5,10260.13,0.3606,57.8,0.9349
Bulldozer,D6,2,13.85,3.48,38.22,74.57,12.67,184,1,10935.6,0.2744,63.6,0.8612
Bulldozer,D8,6,11.36,2.89,62.76,106.24,12.63,270,7,5141.76,0.7413,22.7,0.8621
Wheel Loader,950 GC,10,12.56,3.55,85.91,85.74,13.43,180,0,9287.25,0.3404,60.4,0.9058
Wheel Loader,950 GC,4,4.92,5.75,97.13,88.81,13.98,284,1,7721.27,0.4149,55.5,0.9601
Bulldozer,D6,1,11.55,5.54,95.95,96.49,14.36,38,2,9881.34,0.1458,75.9,0.7869
Bulldozer,D6,3,12.28,4.59,44.55,75.99,12.22,34,4,9650.52,0.2069,69.9,0.8182
Bulldozer,D6,10,5.06,2.65,13.51,75.36,14.25,87,1,5601.21,0.2365,70.3,0.8529
Bulldozer,D6,3,12.91,4.86,41.36,89.52,12.73,295,6,11512.41,0.5914,36.6,0.9511
Excavator,336,4,7.44,4.34,30.91,100.2,14.11,230,1,7603.34,0.3739,60.5,0.9203
Wheel Loader,966,6,9.27,3.11,74.29,90.05,14.16,258,7,8521.45,0.6513,33.8,0.9137
Wheel Loader,950 GC,4,11.47,4.19,19.37,98.75,13.29,171,0,9376.66,0.3325,62.7,0.8947
Compact Track Loader,259D3,6,13.75,4.6,53.57,84.75,13.25,240,0,682.34,0.3601,58.2,0.9134
Excavator,320 GC,1,7.38,0.67,23.99,83.36,13.79,119,5,7250.86,0.2883,63.2,0.872
Compact Track Loader,259D3,10,5.87,2.22,23.27,77.73,12.56,153,7,3685.42,0.5781,37.4,0.9494
Articulated Truck,745,11,10.75,4.21,58.51,92.51,13.14,190,1,2871.65,0.4252,50.1,0.9534
Compact Track Loader,259D3,10,11.42,2.89,73.73,87.63,13.47,196,4,9157.91,0.5132,45.5,0.99
Bulldozer,D6,4,2.11,5.83,98.88,73.21,13.42,120,0,4740.65,0.1677,76.4,0.8019
Excavator,320 GC,6,13.41,3.86,24.69,83.66,12.08,117,1,4364.73,0.2408,68.3,0.8352
Wheel Loader,966,10,6.52,2.58,74.93,88.58,11.78,51,6,6870.77,0.3674,56.1,0.9342
Wheel Loader,966,3,2.02,0.54,95.04,86.6,14.25,270,5,1110.46,0.5406,42.6,0.9759
Excavator,336,4,2.49,5.62,94.9,108.13,13.88,144,5,6009.53,0.5165,43.3,0.9812
Excavator,320 GC,5,10.14,3.48,15.61,85.47,12.23,237,5,5025.83,0.5123,43.7,0.99
Bulldozer,D8,10,7.87,5.08,95.06,87.29,11.6,154,3,9062.94,0.4327,51.9,0.9523
Compact Track Loader,259D3,7,6.82,0.83,63.2,95.93,14.23,285,5,7948.52,0.6206,33.1,0.9261
Compact Track Loader,259D3,9,6.65,1.43,52.4,74.72,11.77,169,6,10435.04,0.4984,46.3,0.99
Backhoe Loader,420,11,3.87,4.35,69.57,89.36,13.93,68,0,9055.93,0.2123,70.2,0.8209
Wheel Loader,950 GC,8,3.55,5.69,20.83,73.45,13.93,97,7,7105.77,0.4792,46.8,0.9881
Bulldozer,D8,1,13.2,3.91,51.52,88.75,13.45,107,1,9444.61,0.1768,73.8,0.8073
Compact Track Loader,259D3,1,13.65,5.29,72.58,75.36,13.88,105,4,4425.04,0.2787,67.7,0.8543
Articulated Truck,745,6,3.83,2.46,23.95,97.93,13.28,211,6,5481.41,0.5191,43.4,0.9844
Compact Track Loader,259D3,9,8.05,0.94,41.81,74.5,14.27,88,0,7121.41,0.2196,69.8,0.8184
Excavator,336,4,13.19,2.29,77.13,83.33,11.55,222,2,1042.46,0.4311,47.2,0.9686
Wheel Loader,966,3,13.43,2.43,56.42,98.17,13.33,198,7,10291.33,0.5851,37.2,0.9581
Bulldozer,D6,9,13.13,4.74,14.0,84.12,12.37,79,6,3273.43,0.4487,49.3,0.9612
Motor Grader,140,6,8.63,0.97,35.9,74.05,12.02,286,1,6919.71,0.4405,52.8,0.9692
Backhoe Loader,420,8,3.2,2.77,67.4,75.58,12.87,48,6,10545.68,0.339,59.7,0.9252
Compact Track Loader,259D3,4,10.5,1.97,48.91,95.84,14.37,204,4,774.11,0.4677,47.1,0.9807
Backhoe Loader,420,6,12.33,4.95,32.22,73.43,11.57,179,7,3324.08,0.5252,41.5,0.9792
Wheel Loader,950 GC,4,2.51,2.84,33.91,94.46,12.3,115,6,5105.51,0.4137,54.5,0.9398
Bulldozer,D8,2,5.16,1.93,72.36,109.46,13.15,37,6,4211.22,0.4355,51.0,0.9641
Compact Track Loader,259D3,3,4.38,2.11,40.52,96.39,13.03,89,6,8802.29,0.3882,54.4,0.9354
Bulldozer,D8,10,8.55,1.45,81.36,103.7,11.63,227,5,8141.94,0.6558,30.9,0.9166
Motor Grader,140,10,3.42,4.61,44.67,85.19,13.9,130,4,11532.4,0.4597,49.0,0.9671
Motor Grader,140,7,12.38,4.02,36.24,94.24,14.31,34,7,7312.55,0.3662,57.1,0.9208
Wheel Loader,950 GC,8,12.9,1.68,43.18,79.21,14.29,100,3,7876.64,0.3396,60.1,0.9082
Excavator,320 GC,8,13.65,3.75,45.21,85.71,13.25,30,0,11045.96,0.1213,80.1,0.7751
Excavator,336,11,10.18,3.5,32.15,87.49,14.43,68,2,11956.49,0.334,59.1,0.9018
Wheel Loader,950 GC,8,9.3,0.6,50.2,101.06,13.27,19,2,5440.35,0.262,65.4,0.8413
Excavator,320 GC,10,4.93,2.22,29.72,94.86,13.62,132,2,10328.12,0.3675,56.3,0.9144
Bulldozer,D6,7,8.44,3.2,85.59,92.78,12.92,275,6,5587.54,0.6295,31.8,0.9062
Excavator,336,10,11.86,1.71,50.37,88.72,13.96,99,6,6830.01,0.4836,44.9,0.99
Excavator,320 GC,9,6.9,3.99,94.07,81.82,14.46,187,0,9483.5,0.3528,57.9,0.9049
Articulated Truck,745,10,12.22,4.79,60.43,85.93,14.26,164,6,1928.35,0.5388,43.1,0.976
Motor Grader,140,4,7.4,5.61,69.36,99.76,13.08,239,1,2689.07,0.4255,47.0,0.9647
Compact Track Loader,259D3,7,8.12,1.37,85.4,95.44,12.83,83,3,993.82,0.286,64.5,0.876
Excavator,336,3,2.57,1.56,98.18,92.29,13.1,69,3,6702.2,0.2406,67.7,0.836
Backhoe Loader,420,4,10.08,5.34,51.59,96.71,14.06,269,5,11443.9,0.607,33.5,0.9249
Motor Grader,140,8,3.78,0.73,25.14,97.55,13.6,92,6,2253.88,0.456,49.6,0.9776
Excavator,336,11,2.49,0.87,55.15,104.31,14.11,249,6,9802.38,0.7252,24.4,0.8549
Excavator,320 GC,3,8.45,0.7,73.04,97.2,11.56,29,6,11865.74,0.3155,62.5,0.8941
Bulldozer,D6,2,8.89,2.14,72.49,85.61,13.31,259,1,7599.32,0.3413,58.7,0.9168
Motor Grader,140,3,4.08,3.85,24.09,97.21,13.34,254,7,4476.39,0.6043,34.8,0.927
Motor Grader,140,11,5.04,5.34,48.75,100.28,12.78,104,3,11976.53,0.4199,52.8,0.9414
Bulldozer,D6,6,13.32,1.26,60.38,92.32,12.24,136,6,7765.25,0.4563,47.2,0.9605
Backhoe Loader,420,6,9.88,2.53,40.2,99.99,13.47,91,5,2170.97,0.441,53.6,0.9812
Bulldozer,D6,8,11.77,2.38,52.99,90.09,12.13,190,1,11021.38,0.3354,60.0,0.8962
Bulldozer,D6,10,6.26,2.94,75.7,97.19,14.46,169,5,7237.44,0.525,42.2,0.9774
Compact Track Loader,259D3,10,7.88,4.46,81.42,101.11,14.1,10,7,6687.95,0.4462,49.6,0.9754
Bulldozer,D8,2,3.83,5.98,33.31,104.9,11.51,239,7,3059.41,0.6717,31.5,0.8953
Bulldozer,D8,11,7.52,2.54,21.66,82.68,12.84,266,4,5970.5,0.6014,37.4,0.9343
Wheel Loader,966,2,8.91,5.3,51.92,98.08,13.54,187,3,9224.7,0.3939,55.2,0.944
Excavator,336,4,3.98,4.19,12.02,98.91,13.01,170,7,10265.35,0.5555,42.3,0.952
Bulldozer,D8,7,6.46,5.49,74.96,96.93,13.77,42,0,3547.11,0.173,77.1,0.7913
Excavator,320 GC,5,9.79,4.53,58.16,98.91,13.88,184,2,1773.95,0.3966,55.2,0.9469
Articulated Truck,745,10,12.01,1.05,87.08,83.63,14.03,291,4,963.52,0.6171,33.5,0.9136
Backhoe Loader,420,1,2.47,3.95,75.63,96.96,13.47,143,7,5294.6,0.4714,48.3,0.969
Bulldozer,D6,4,5.43,5.28,18.44,72.02,12.22,49,7,9868.45,0.3717,56.8,0.9351
Wheel Loader,950 GC,1,4.01,5.02,90.44,79.52,11.78,178,7,8248.95,0.4585,49.6,0.9798
Motor Grader,140,3,5.82,2.42,47.38,76.43,11.59,16,2,11965.24,0.1167,77.9,0.7577
Compact Track Loader,259D3,2,3.66,3.23,90.28,86.0,13.81,222,2,9226.64,0.3421,60.2,0.9176
Wheel Loader,950 GC,3,6.93,3.37,42.65,74.13,13.18,50,2,3063.83,0.1839,75.2,0.7975
Bulldozer,D6,3,2.79,2.23,41.49,78.86,12.03,282,4,938.83,0.5233,44.1,0.9743
Backhoe Loader,420,5,13.14,2.23,28.05,86.92,12.65,243,3,9242.86,0.4499,50.6,0.9706
Compact Track Loader,259D3,11,5.81,1.98,73.74,94.02,14.14,120,3,5858.59,0.4194,51.3,0.9533
Wheel Loader,966,2,2.2,2.91,51.28,78.11,13.32,175,0,603.92,0.2026,70.9,0.8169
Excavator,336,7,13.18,5.2,24.57,85.3,14.47,197,2,4570.85,0.4283,49.5,0.9592
Backhoe Loader,420,4,9.77,0.62,81.16,86.4,12.78,26,4,10460.13,0.2303,68.7,0.853
Articulated Truck,745,4,6.52,5.17,81.57,83.69,12.43,274,4,5725.03,0.4662,48.0,0.9822
Articulated Truck,745,2,9.24,3.36,20.71,107.73,12.09,119,2,11666.58,0.3679,55.5,0.9225
Wheel Loader,966,5,6.83,2.43,62.62,88.37,13.63,297,6,3338.44,0.6304,32.4,0.9121
Bulldozer,D8,9,11.24,4.9,77.51,99.38,13.15,270,4,554.46,0.5902,38.9,0.9484
Bulldozer,D6,1,7.34,5.89,36.37,78.99,13.11,11,0,1576.8,0.072,82.8,0.736
Backhoe Loader,420,8,11.45,2.08,78.39,84.18,13.56,123,5,11000.38,0.43,50.3,0.952
Excavator,320 GC,9,12.03,1.5,92.81,74.14,12.11,153,6,5265.63,0.5,46.5,0.99
Excavator,336,4,7.58,1.15,95.32,93.53,13.35,66,0,5905.72,0.1144,81.4,0.756
Articulated Truck,745,10,4.24,4.62,41.05,83.61,11.57,71,4,6992.62,0.3434,60.0,0.9041
Compact Track Loader,259D3,8,5.02,5.21,73.66,82.9,11.89,20,3,6701.61,0.2387,67.7,0.8584
Bulldozer,D8,3,3.1,5.27,89.09,91.29,12.76,279,2,2889.15,0.4256,53.5,0.9684
Wheel Loader,966,10,4.17,2.64,75.22,75.98,14.29,130,4,7912.8,0.4442,48.0,0.9747
Bulldozer,D6,9,13.87,2.29,12.42,93.46,13.43,200,3,2014.86,0.4408,48.0,0.9637
Compact Track Loader,259D3,3,12.6,4.23,32.67,89.09,13.36,190,4,9880.68,0.3981,54.3,0.9414
Backhoe Loader,420,1,4.68,4.2,81.28,76.42,12.33,157,5,674.57,0.3829,53.2,0.9369
Compact Track Loader,259D3,1,11.69,3.48,29.63,86.41,14.02,62,0,3198.53,0.0701,85.1,0.762
Wheel Loader,966,2,8.82,5.68,22.92,74.93,14.23,40,1,4244.04,0.1259,76.3,0.7928
Wheel Loader,950 GC,7,4.79,5.72,47.46,73.25,12.7,170,5,3220.8,0.4675,49.4,0.99
Bulldozer,D8,6,10.76,4.82,35.51,98.73,12.76,292,5,7306.63,0.614,35.7,0.9407
Excavator,336,8,8.45,1.29,12.1,89.95,13.2,149,2,2683.38,0.344,59.2,0.9077
Bulldozer,D6,4,4.77,2.18,65.3,77.07,12.52,67,1,11730.99,0.1781,72.9,0.8107
Excavator,336,3,13.41,1.85,29.96,94.09,14.39,56,7,11073.83,0.3779,55.4,0.9342
Excavator,336,9,9.51,5.38,82.63,105.22,14.36,222,6,587.71,0.718,23.8,0.8554
Wheel Loader,966,7,12.1,3.03,45.14,90.98,12.06,149,3,9028.48,0.397,53.7,0.94
Wheel Loader,966,3,10.85,1.94,31.7,86.12,11.76,81,5,11327.62,0.3121,61.8,0.898
Articulated Truck,745,8,9.27,1.21,25.14,109.34,13.11,105,5,1183.24,0.5788,39.9,0.9488
Bulldozer,D8,3,12.0,2.76,49.91,91.96,13.83,261,6,10346.11,0.561,38.2,0.9613
Compact Track Loader,259D3,2,11.04,4.8,81.41,101.57,12.48,79,4,1760.06,0.3136,62.3,0.8901
Compact Track Loader,259D3,8,5.72,5.37,30.0,99.66,13.12,95,0,3846.36,0.3124,61.0,0.8934
Bulldozer,D8,2,11.84,3.44,10.49,95.5,14.2,25,0,9809.91,0.0496,87.2,0.7258
Articulated Truck,745,9,12.72,5.03,29.19,108.62,11.99,293,3,7388.08,0.6965,25.3,0.8922
Articulated Truck,745,3,10.22,3.06,85.98,111.84,13.47,79,7,3573.46,0.546,40.0,0.9608
Motor Grader,140,9,9.28,5.32,33.64,85.92,12.25,127,2,7442.97,0.3193,61.2,0.8883
Wheel Loader,950 GC,6,2.19,2.89,23.63,87.24,12.86,33,0,2940.69,0.0961,82.7,0.7536
Excavator,336,7,4.63,3.53,33.57,101.49,12.21,85,5,1591.6,0.4263,54.1,0.9496
Articulated Truck,745,5,13.55,2.38,67.63,89.71,14.24,58,2,2976.97,0.1867,71.7,0.8063
Bulldozer,D8,1,13.97,3.0,38.42,85.35,14.39,28,5,3572.53,0.2301,68.6,0.8411
Compact Track Loader,259D3,10,5.62,4.64,80.06,74.08,11.91,227,6,8545.2,0.616,33.4,0.93
Excavator,320 GC,9,5.19,1.46,96.34,101.82,14.15,45,7,10821.57,0.4694,49.8,0.9872
Motor Grader,140,5,5.76,4.36,38.97,93.17,13.72,153,3,10311.18,0.3165,64.2,0.8772
Motor Grader,140,9,3.49,1.36,92.78,100.2,14.42,260,2,8231.55,0.5706,39.2,0.9566
Excavator,336,1,13.95,3.91,64.52,108.56,11.92,240,2,4935.91,0.4932,45.9,0.9877
Excavator,320 GC,2,11.69,4.56,79.85,100.68,12.8,28,5,1068.48,0.2959,62.8,0.8925
Compact Track Loader,259D3,10,4.75,1.07,43.09,75.02,13.72,222,3,7768.99,0.5215,39.6,0.99
Motor Grader,140,9,8.23,1.81,88.17,86.84,13.43,68,5,7178.33,0.4019,56.9,0.9331
Wheel Loader,966,9,5.43,3.86,75.71,79.84,14.26,120,0,11855.42,0.2732,63.7,0.8758
Wheel Loader,966,10,11.52,0.69,17.54,75.4,13.88,106,3,11074.49,0.39,54.8,0.9575
Backhoe Loader,420,9,12.18,1.06,10.35,93.13,14.03,260,3,5310.28,0.5209,43.5,0.9869
Excavator,320 GC,9,5.04,2.83,73.97,81.18,14.01,94,5,4184.07,0.4335,51.5,0.9702
Wheel Loader,966,4,8.1,5.18,95.14,77.94,13.26,75,7,2701.24,0.427,51.9,0.9259
Wheel Loader,966,5,12.14,1.9,26.56,101.57,14.39,130,4,10580.14,0.4675,47.4,0.9814
Backhoe Loader,420,9,10.81,2.6,45.37,83.34,12.09,211,6,11485.04,0.6028,35.0,0.9375
Bulldozer,D6,9,12.61,2.8,61.4,89.38,12.69,295,1,8719.28,0.4882,46.4,0.99
Motor Grader,140,6,3.49,2.58,92.52,93.14,14.47,292,4,1368.52,0.5734,40.5,0.9499
Backhoe Loader,420,6,10.3,5.25,62.14,90.2,12.72,152,0,1416.83,0.2625,70.1,0.8638
Excavator,320 GC,4,2.22,1.22,61.56,92.3,13.15,197,6,7264.48,0.5175,44.9,0.99
Wheel Loader,966,3,9.28,1.1,75.94,85.8,12.43,232,4,11065.01,0.4489,47.4,0.9571
Excavator,336,3,4.49,2.32,57.45,107.07,12.9,23,0,8214.56,0.2027,69.0,0.8312
Backhoe Loader,420,5,6.89,5.72,74.05,82.06,13.57,169,2,11521.11,0.3529,60.2,0.9229
Bulldozer,D8,1,11.47,5.88,30.7,94.22,11.88,55,6,11587.14,0.2946,65.4,0.8915
Articulated Truck,745,1,8.73,4.27,67.51,102.66,14.24,268,1,1756.95,0.4236,52.6,0.9608
Bulldozer,D6,1,4.25,2.13,43.17,78.69,13.81,124,0,6071.73,0.1607,71.9,0.8011
Excavator,320 GC,1,4.33,0.88,88.65,99.66,13.05,25,3,6539.4,0.2022,73.4,0.8049
Wheel Loader,950 GC,6,6.75,5.79,60.41,77.97,11.79,259,0,4354.05,0.3551,57.1,0.9279
Compact Track Loader,259D3,2,10.59,3.39,11.78,100.47,12.58,35,0,9604.48,0.1264,79.6,0.7538
Articulated Truck,745,5,13.79,4.18,10.37,95.01,12.14,135,0,8740.47,0.2595,66.1,0.8565
Compact Track Loader,259D3,11,2.51,0.89,71.38,82.02,12.35,265,7,9088.65,0.6889,28.8,0.8851
Motor Grader,140,10,2.91,1.88,82.35,74.06,12.92,48,3,4190.12,0.3029,62.2,0.884
Bulldozer,D6,9,3.5,4.13,78.63,86.57,12.62,80,6,11963.92,0.4491,52.4,0.9679
Articulated Truck,745,4,3.82,5.72,18.16,97.01,13.56,266,6,7312.73,0.6114,35.1,0.9257
Wheel Loader,950 GC,1,10.98,5.78,16.5,98.12,13.47,292,5,644.35,0.6089,33.1,0.938
Motor Grader,140,11,13.99,3.8,62.27,82.49,11.98,24,5,10285.28,0.3734,56.0,0.9288
Wheel Loader,966,10,8.05,1.75,12.54,95.05,13.76,197,3,11817.39,0.4935,47.0,0.99
Bulldozer,D8,9,13.4,4.49,47.34,109.6,13.19,161,5,10328.99,0.63,31.5,0.9233
Excavator,336,2,7.1,3.05,38.68,92.62,11.57,161,0,8472.73,0.234,68.9,0.8546
Wheel Loader,950 GC,10,10.46,1.49,83.89,98.17,14.19,218,1,11506.57,0.4328,48.8,0.9511
Articulated Truck,745,9,4.91,1.15,65.12,94.45,13.41,283,4,7773.96,0.5913,38.1,0.9463
Compact Track Loader,259D3,2,10.82,3.0,46.38,92.8,12.22,239,2,6614.23,0.375,53.8,0.9427
Articulated Truck,745,8,4.19,5.65,32.84,92.51,11.55,203,2,4876.4,0.4077,54.6,0.939
